Date,Blog,Title
2024-03-20T04:06:06Z,Yaapb,"Haus des Handwerks (Bremerhaven / Rollei 35 / Kodak Gold 200)"
2024-03-17T19:15:07+01:00,Backsteinexpressionismus,"Postkarte Städtische Krankenanstalten Osnabrück"
2024-03-15T17:15:07+02:00,Vintage Reality,"Georgetown Loop Railroad - Colorado"
2024-03-10T18:25:06+02:00,Backsteinexpressionismus,"Deutsche Kunst und Dekoration März 1925"
2024-03-10T18:25:06+02:00,Backsteinexpressionismus,"Deutsche Kunst und Dekoration Dezember 1924"
2024-03-08T17:15:07+02:00,Vintage Reality,"Bischofspalast Beauvais"
2024-03-06T08:26:53+02:00,Vorsatzpapier,"Das Gastmahl"
2024-03-05T19:22:44+02:00,ChristianMahnke.de,"VintageReality gestartet"
2024-03-05T19:22:44+02:00,Blogs,"VintageReality"
2024-03-04T20:13:07+02:00,Backsteinexpressionismus,"Börse in Essen"
2024-03-01T17:15:07+02:00,Vintage Reality,"Kathedrale von Bayeux"
2024-04-30T12:47:44+02:00,Kleiderbügel,"Mau & Andresen Flensburg"
2024-04-28T19:15:07+01:00,Backsteinexpressionismus,"Capitol"
2024-04-26T22:15:07+02:00,Vintage Reality,"Empfangssaal des Maharajah von Tangore in Calcutta, Indien"
2024-04-23T12:47:44+02:00,Kleiderbügel,"ALOYS BUNGE Bekleidungshaus HANNOVER"
2024-04-21T19:15:07+01:00,Backsteinexpressionismus,"Anzeiger Hochhaus"
2024-04-19T22:15:07+02:00,Vintage Reality,"Wie Kokospalmen im Sande von Florida gedeihen. V. St. v. N.-A."
2024-04-19T17:33:44+02:00,ChristianMahnke.de,"Daten Container"
2024-04-17T22:15:07+02:00,Vintage Reality,"Eine Straße japanischer Theater, Osaka, Japan"
2024-04-16T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2024-04-15T13:58:44+02:00,ChristianMahnke.de,"Pong Visualisierung"
2024-04-14T18:25:06+02:00,Backsteinexpressionismus,"Hannover aufgenommen von der Staatlichen Bildstelle"
2024-04-12T22:15:07+02:00,Vintage Reality,"Stalheims Hotel und das herrliche Naerödal. Norwegen"
2024-04-08T12:47:44+02:00,Kleiderbügel,"1 Jahr älter - kein Grund zum Aufhängen"
2024-04-07T19:15:07+01:00,Backsteinexpressionismus,"Weitere Gebäude"
2024-04-05T08:15:07+02:00,Vintage Reality,"Ein Sommertag am Strade von Brighton. England"
2024-04-04T07:30:07+02:00,Kleiderbügel,"Neuerungen 2024"
2024-04-01T22:10:43+01:00,Schriftmuster,"Der Tanz"
2024-05-31T22:15:07+02:00,Vintage Reality,"General View, Niagara Falls, N.Y., U.S.A."
2024-05-28T12:47:44+02:00,Kleiderbügel,"Schlüsing mann + mode Bremerhaven-G."
2024-05-26T19:15:07+01:00,Backsteinexpressionismus,"Geibelplatz"
2024-05-23T11:22:44+02:00,ChristianMahnke.de,"LibUltraHDR"
2024-05-21T12:47:44+02:00,Kleiderbügel,"Hotel zur Linde Spiekeroog"
2024-05-20T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Pudels"
2024-05-19T19:15:07+01:00,Backsteinexpressionismus,"Liststadt"
2024-05-14T19:55:44+02:00,ChristianMahnke.de,"Blatt von Imao Keinen (1855-1924)"
2024-05-14T12:47:44+02:00,Kleiderbügel,"Mäntelhaus 40 Kaiser 40"
2024-05-12T19:15:07+01:00,Backsteinexpressionismus,"Volksschule Südstadt"
2024-05-10T22:15:07+02:00,Vintage Reality,"Der Sphinx und die größte Pyramide von den Ruinen des Tempels aus gesehen"
2024-05-09T08:26:53+02:00,Vorsatzpapier,"Kochkunst 1906"
2024-05-07T12:47:44+02:00,Kleiderbügel,"Beckmann & Wortmann"
2024-05-05T19:15:07+01:00,Backsteinexpressionismus,"Stadtbibliothek"
2024-05-03T22:15:07+02:00,Vintage Reality,"Milan from its Cathedral Spires, Italy"
2024-05-01T11:22:44+02:00,ChristianMahnke.de,"HDR Bilder im Browser"
2024-06-30T18:18:07+02:00,Backsteinexpressionismus,"Postkarte "Marine-Ehrenmal Laboe""
2024-06-30T18:18:07+02:00,Backsteinexpressionismus,"Das Marine-Ehrenmal"
2024-06-28T22:15:07+02:00,Vintage Reality,"Eisenbahnzug den Pilatus hinaufkletternd. Schweiz"
2024-06-26T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Seemotiv"
2024-06-26T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Boote"
2024-06-25T13:04:53+02:00,Briefsteller,"Über die rücksichtslose Art der großstädtischen Ausflügler."
2024-06-25T12:47:44+02:00,Kleiderbügel,"Friedrich Schefft OHG., Textilwaren Uslar"
2024-06-25T11:22:44+02:00,ChristianMahnke.de,"TTS für Briefsteller"
2024-06-23T20:25:07+02:00,Vorsatzpapier,"Hannover die Großstadt im Grünen"
2024-06-23T20:25:07+02:00,Backsteinexpressionismus,"Hannover die Grossstadt im Grünen"
2024-06-22T18:32:42+02:00,Ric - An unknown artist,"Ein neues Werk von Ric entdeckt!"
2024-06-21T22:15:07+02:00,Vintage Reality,"Ausladen von Armee-Elephanten in Indien"
2024-06-21T14:07:44+02:00,ChristianMahnke.de,"Siedelhof Jena von Curt Mücke (1885-1940)"
2024-06-19T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Terrier"
2024-06-18T12:47:44+02:00,Kleiderbügel,"Chem. Reinigung Schulte Essen"
2024-06-16T20:13:07+02:00,Backsteinexpressionismus,"Neues Bauen in Hannover"
2024-06-14T22:15:07+02:00,Vintage Reality,"Eine Karawane von Kamelen bei Jaffa, Palästina"
2024-06-12T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Reiher"
2024-06-11T19:08:00+02:00,Ric - An unknown artist,"Fritz Neumann Biographien"
2024-06-11T12:47:44+02:00,Kleiderbügel,"Hotel Ruhwinkel Ostseebad Grömitz"
2024-06-09T20:13:07+02:00,Backsteinexpressionismus,"Postkarte Stella-Haus"
2024-06-09T12:15:07+02:00,Vintage Reality,"Seite 143"
2024-06-07T08:15:07+02:00,Vintage Reality,"Die eisigen Höhen des Mont Blanc von Le Brévent aus gesehen"
2024-06-06T11:33:44+02:00,ChristianMahnke.de,"Kontrasterhöhung für UV Aufnahmen mittels HDR Darstellung"
2024-06-04T12:47:44+02:00,Kleiderbügel,"P.A. Das modische Textilhaus, Bad Mergentheim"
2024-06-02T20:13:07+02:00,Backsteinexpressionismus,"Postkarte Albert-Ballin-Haus"
2024-06-02T18:25:06+02:00,Backsteinexpressionismus,"Postkartenserie 'Hamburgs Wolkenkratzer'"
2024-07-31T16:51:27+02:00,Blaufußtölpel,"Neue Frauenkleidung und Frauenkultur Nr. 9 1928"
2024-07-30T22:30:43+01:00,Schriftmuster,"Geschriebene Frakturschriften"
2024-07-28T18:43:07+02:00,Backsteinexpressionismus,"Böttcherstrasse"
2024-07-27T11:07:34Z,Ric - An unknown artist,"Ric on TV 2"
2024-07-26T12:15:07+02:00,Vintage Reality,"Mayers Jugendlexikon"
2024-07-25T18:05:00+02:00,Ric - An unknown artist,"Fritz Neumann (1928–2014) ist nicht Ric!"
2024-07-24T18:19:31Z,Ric - An unknown artist,"Postkarte von Fritz Neumann 2 ("Freund Harras")"
2024-07-23T12:47:44+02:00,Kleiderbügel,"Ernst Stackmann Buxtehude"
2024-07-21T20:13:07+02:00,Backsteinexpressionismus,"Postkarte Chile-Haus und Sprinkenhof"
2024-07-19T22:15:07+02:00,Vintage Reality,"Unterhalb des Niagara-Falles mitten im Winter V. St. v. N.-A."
2024-07-17T18:19:31Z,Ric - An unknown artist,"Postkarte von Fritz Neumann 1 ("Miese Zeiten")"
2024-07-16T15:00:44+02:00,ChristianMahnke.de,""Liebespaar" von Max Westhäuser (1885-1956)"
2024-07-16T12:47:44+02:00,Kleiderbügel,"Wäscherei - Speck, Helmstedt - chem. Reinigung"
2024-07-14T19:15:07+01:00,Backsteinexpressionismus,"Postkarte "Nordseebad Wilhelmshaven""
2024-07-12T22:15:07+02:00,Vintage Reality,"Eine alte Brücke, Kameido, Japan"
2024-07-10T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Pferdekopf"
2024-07-09T12:47:44+02:00,Kleiderbügel,"Konfektionshaus Fritz Becker Warburg i. W."
2024-07-07T19:15:07+01:00,Backsteinexpressionismus,"Postkarte "Nordseebad Wilhelmshaven""
2024-07-06T12:00:44+02:00,ChristianMahnke.de,"JavaScript Bibliothek für HDR"
2024-07-05T22:15:07+02:00,Vintage Reality,"Der große Sphinx von Gizeh. Ägypten"
2024-07-03T21:11:37Z,Ric - An unknown artist,"Segelboote (Ric 04)"
2024-07-02T12:47:44+02:00,Kleiderbügel,"Otto Plaumann Modewaren u. Ausstattung"
2024-08-31T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann-Hegenberg"
2024-08-31T15:08:00+02:00,Ric - An unknown artist,"Fritz Neumann als Mitglied der Reichskunstkammer"
2024-08-31T10:33:00+02:00,Ric - An unknown artist,"Eine unbekannte Radierung von Fritz Neumann"
2024-08-30T12:15:07+02:00,Vintage Reality,"Seite 134"
2024-08-29T19:15:07+01:00,Backsteinexpressionismus,"Köln: Hansahochhaus"
2024-08-28T16:51:27+02:00,Vorsatzpapier,"Neue Mode April 1966"
2024-08-28T16:51:27+02:00,Blaufußtölpel,"Neue Mode April 1966"
2024-08-27T20:50:46+02:00,Blogs,"IIIF Sammlungen"
2024-08-27T18:47:43+01:00,Schriftmuster,"Blatt 4"
2024-08-27T18:23:07+02:00,Backsteinexpressionismus,"Hamburger Anzeiger 35/1927 Sonnabend, den 27. August"
2024-08-25T19:15:07+01:00,Backsteinexpressionismus,"Mailand"
2024-08-24T19:08:00+02:00,Ric - An unknown artist,"Fritz Neumann in alten Adressbüchern aus Berlin"
2024-08-23T12:15:07+02:00,Vintage Reality,"Seite 132"
2024-08-22T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-08-20T12:47:44+02:00,Kleiderbügel,"Paul Luck, Waren (Müritz) Herren - u. Knabenbekleidung"
2024-08-20T06:47:43+01:00,Schriftmuster,"Blatt 3"
2024-08-18T18:25:06+02:00,Backsteinexpressionismus,"Reihenhaus-Fassaden Geschäfts- und Wohnhäuser aus alter und neuer Zeit"
2024-08-18T11:33:44+02:00,ChristianMahnke.de,"HDR IIIF"
2024-08-17T11:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Aquarelle"
2024-08-16T12:15:07+02:00,Vintage Reality,"Seite 106"
2024-08-15T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-08-14T16:51:27+02:00,Blaufußtölpel,"die neue linie März 1930"
2024-08-13T18:47:43+01:00,Schriftmuster,"Blatt 2"
2024-08-13T12:47:44+02:00,Kleiderbügel,"BUND"
2024-08-11T19:15:07+01:00,Backsteinexpressionismus,"Hagturm Köln"
2024-08-10T19:30:25Z,Ric - An unknown artist,"Segelboote (Ric 08)"
2024-08-09T12:47:44+02:00,Kleiderbügel,"Ketelsen Bremerhaven-Bürger 42"
2024-08-09T12:15:07+02:00,Vintage Reality,"Seite 73"
2024-08-06T18:47:43+01:00,Schriftmuster,"Blatt 1"
2024-08-06T12:47:44+02:00,Kleiderbügel,"Dorum Fritz von Geldern Bederkesa"
2024-08-04T18:18:07+02:00,Backsteinexpressionismus,"Postkarte "Marine-Ehrenmal Laboe""
2024-08-03T20:09:56+02:00,Ric - An unknown artist,"Deutsche Übersetzung"
2024-08-02T13:27:13+02:00,Ric - An unknown artist,"Alley - Ric20"
2024-08-02T12:15:07+02:00,Vintage Reality,"Seite 23"
2024-08-01T19:08:00+02:00,Ric - An unknown artist,"Eine weitere Fritz Neumann Biographie"
2024-08-01T17:21:11+01:00,Kinderbücher,"Was fährt denn da?"
2024-08-01T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-09-27T12:15:07+02:00,Vintage Reality,"Seite 335"
2024-09-26T17:54:49+02:00,Blaufußtölpel,"Illustrirte Frauen-Zeitung"
2024-09-26T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-09-24T18:47:43+01:00,Schriftmuster,"Blatt 8"
2024-09-24T12:47:44+02:00,Kleiderbügel,"Hotel zu den vier Jahreszeiten Helmstedt"
2024-09-22T19:15:07+01:00,Backsteinexpressionismus,"Hamburg Barmbeck"
2024-09-21T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann "Kiel Kriegshafen""
2024-09-20T12:15:07+02:00,Vintage Reality,"Seite 250"
2024-09-19T19:22:44+02:00,ChristianMahnke.de,"IIIF Online Meeting 2024"
2024-09-19T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-09-18T19:30:25Z,Ric - An unknown artist,"Segelboote (Ric 05) signiert im Druck"
2024-09-17T18:47:43+01:00,Schriftmuster,"Blatt 7"
2024-09-17T12:47:44+02:00,Kleiderbügel,"Bremerhaven Ketelsen Cuxhaven"
2024-09-15T19:15:07+01:00,Backsteinexpressionismus,"Amsterdam"
2024-09-15T18:07:44+02:00,ChristianMahnke.de,"Der Klimawandel in der Kunst..."
2024-09-14T11:33:00+02:00,Ric - An unknown artist,"Rechnung für ein Fritz Neumann Gemälde"
2024-09-13T12:15:07+02:00,Vintage Reality,"Seite 229"
2024-09-12T16:51:27+02:00,Blaufußtölpel,"Das Weltmass - Zuschneide-Lehrwerk"
2024-09-12T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-09-10T18:47:43+01:00,Schriftmuster,"Blatt 6"
2024-09-10T12:47:44+02:00,Kleiderbügel,"MOLLERUS reinigt MOLLERUS wäscht..."
2024-09-08T21:33:00+02:00,Ric - An unknown artist,"Fritz Neumann "Der Erbhof""
2024-09-08T19:15:07+01:00,Backsteinexpressionismus,"Moskau"
2024-09-07T19:30:25Z,Ric - An unknown artist,"Zwei Drucke von Ric"
2024-09-07T15:08:00+02:00,Ric - An unknown artist,"Fritz Neumann im "Catalog of Copyright Entries""
2024-09-05T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-09-05T11:33:44+02:00,ChristianMahnke.de,"UV-Photogrammetrie"
2024-09-03T18:47:43+01:00,Schriftmuster,"Blatt 5"
2024-09-03T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2024-09-02T18:19:31Z,Ric - An unknown artist,"Postcard by Fritz Neumann 3 ("Miesmacher")"
2024-09-01T19:15:07+01:00,Backsteinexpressionismus,"Belgien und Niederlande"
2024-09-01T17:21:11+01:00,Kinderbücher,"Ringel Ringel Reihe"
2024-10-31T15:08:00+02:00,Ric - An unknown artist,"Hedwig Neumann als Mitglied der Reichskunstkammer"
2024-10-31T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-10-30T15:08:00+02:00,Ric - An unknown artist,"Hede Klinge-Neumann im "Catalog of Copyright Entries""
2024-10-29T18:23:07+02:00,Backsteinexpressionismus,"Hamburger Anzeiger 44/1927 Sonnabend, den 29. Oktober"
2024-10-29T12:47:44+02:00,Kleiderbügel,"Sangermann Köln"
2024-10-28T19:33:00+02:00,Ric - An unknown artist,"Weitere Dokumente zu Fritz Neumann"
2024-10-27T19:15:07+01:00,Backsteinexpressionismus,"Hamburg Finanzdeputation"
2024-10-27T19:33:00+02:00,Ric - An unknown artist,"Fritz Neumann an der Akademische Hochschule für die Bildenden Künste"
2024-10-25T12:15:07+02:00,Vintage Reality,"Seite 374"
2024-10-24T19:33:00+02:00,Ric - An unknown artist,"Personenstandsregisterauszüge für Fritz Neumann"
2024-10-24T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-10-24T07:03:44+02:00,ChristianMahnke.de,"Das Geheimnis um Ric ist gelüftet"
2024-10-23T19:33:00+02:00,Ric - An unknown artist,"Artikel über Fritz Neumann im Spandauer Volksblatt vom 19.2.1972"
2024-10-22T12:47:44+02:00,Kleiderbügel,"Northeimer Rekort- Bekleidung P. Haase und Söhne"
2024-10-21T18:47:43+01:00,Schriftmuster,"Blatt 12"
2024-10-20T19:15:07+01:00,Backsteinexpressionismus,"Paula-Becker-Modersohn-Haus Bremen"
2024-10-18T12:15:07+02:00,Vintage Reality,"Seite 373"
2024-10-17T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-10-16T19:22:44+02:00,ChristianMahnke.de,"Mastodon"
2024-10-15T21:44:57Z,Ric - An unknown artist,"Aktualisierte Biographien verfügbar"
2024-10-15T18:22:44+02:00,ChristianMahnke.de,"Haptisches Feedback"
2024-10-14T18:47:43+01:00,Schriftmuster,"Blatt 11"
2024-10-13T19:15:07+01:00,Backsteinexpressionismus,"Hamburg: Montanhof"
2024-10-11T12:15:07+02:00,Vintage Reality,"Seite 346"
2024-10-10T17:20:49+02:00,Blaufußtölpel,"Pramo Nr. 6 1964"
2024-10-10T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-10-09T19:22:44+02:00,ChristianMahnke.de,"911TV als Desktop Anwendung"
2024-10-09T12:47:44+02:00,Kleiderbügel,"Frank & Krause Delmenhorst"
2024-10-08T12:47:44+02:00,Kleiderbügel,"Mäntel und Pelze Eichmeyer & Co."
2024-10-07T18:47:43+01:00,Schriftmuster,"Blatt 10"
2024-10-06T19:15:07+01:00,Backsteinexpressionismus,"Hamburg: Chilehaus"
2024-10-04T12:15:07+02:00,Vintage Reality,"Seite 345"
2024-10-03T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-10-02T09:22:44+02:00,ChristianMahnke.de,"“Seelischerkrankte Krankenhaus”"
2024-10-01T18:47:43+01:00,Schriftmuster,"Blatt 9"
2024-10-01T17:21:11+02:00,Kinderbücher,"Hört auf den Uhu!"
2024-10-01T12:47:44+02:00,Kleiderbügel,"Braunschweig Poplau & Co. Damm 1"
2024-11-29T12:15:07+02:00,Vintage Reality,"Seite 523"
2024-11-28T18:22:44+02:00,ChristianMahnke.de,"Blogserie zum Thema "Licht""
2024-11-28T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-11-26T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2024-11-24T19:15:07+01:00,Backsteinexpressionismus,"Hamburg Klöpperhaus"
2024-11-22T12:15:07+02:00,Vintage Reality,"Seite 472"
2024-11-21T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-11-19T12:47:44+02:00,Kleiderbügel,"ZET Modelle"
2024-11-19T07:22:44+01:00,ChristianMahnke.de,"Bastelworkshop Weihnachten 2024"
2024-11-17T19:15:07+01:00,Backsteinexpressionismus,"Berlin"
2024-11-15T12:15:07+02:00,Vintage Reality,"Seite 422"
2024-11-14T15:30:00+01:00,ChristianMahnke.de,"IIIF Online Meeting 2024: HDR Images via IIIF Image API"
2024-11-14T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-11-14T13:00:00+01:00,ChristianMahnke.de,"Spende ans Archiv des Stadtgeschichtlichen Museums Spandau"
2024-11-13T12:00:44+02:00,ChristianMahnke.de,"HDR Bilder zur Visualisierung von Röntgenuntersuchungen"
2024-11-12T12:47:44+02:00,Kleiderbügel,"RASCH REINIG RÖSLER"
2024-11-10T19:15:07+01:00,Backsteinexpressionismus,"Hamburg: Ballinhaus"
2024-11-08T12:15:07+02:00,Vintage Reality,"Seite 387"
2024-11-07T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-11-05T12:47:44+02:00,Kleiderbügel,"W. Marwitz Lüneburg"
2024-11-03T19:15:07+01:00,Backsteinexpressionismus,"Hamburg: Steinstraße"
2024-11-02T11:55:44+02:00,ChristianMahnke.de,"Art Brut Zeichnung von 1965"
2024-11-01T12:15:07+02:00,Vintage Reality,"Seite 376"
2024-11-01T10:33:00+02:00,Ric - An unknown artist,"Kolorierte Radierung eines Flamingos von Fritz Neumann"
2024-12-31T12:47:44+02:00,Kleiderbügel,"Kassel Modehaus Schulz Witzenhausen"
2024-12-30T14:50:44+01:00,ChristianMahnke.de,"Sommerabend in Worpswede von Cornelius Rogge (1868 – 1949)"
2024-12-30T14:50:44+01:00,ChristianMahnke.de,"Moskauer Zeichnungen von Heinrich Sielken (1874 - 1942)"
2024-12-30T11:33:44+02:00,ChristianMahnke.de,"Projektemacher 2024"
2024-12-28T19:22:44+02:00,ChristianMahnke.de,"Archive: Bestandsaufbau durch Bürgerbeteiligung fördern"
2024-12-27T12:15:07+02:00,Vintage Reality,"Seite 683"
2024-12-26T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-12-26T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-12-24T12:47:44+02:00,Kleiderbügel,"Quick Shop"
2024-12-24T12:15:07+02:00,Vintage Reality,"Seite 10"
2024-12-24T12:00:00+02:00,ChristianMahnke.de,"Linolschitt von Malte Satorius (1933-2017)"
2024-12-20T12:15:07+02:00,Vintage Reality,"Seite 607"
2024-12-19T15:15:44+02:00,ChristianMahnke.de,"Lithographie von Roger Hebbelinck (1912-1987)"
2024-12-19T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-12-19T12:15:07+02:00,Vintage Reality,"Seite 9"
2024-12-17T12:47:44+02:00,Kleiderbügel,"Mäntelhaus Kaiser"
2024-12-16T12:15:07+02:00,Vintage Reality,"Seite 6"
2024-12-13T12:15:07+02:00,Vintage Reality,"Seite 578"
2024-12-13T12:15:07+02:00,Vintage Reality,"Seite 3"
2024-12-12T13:28:42+01:00,Vorsatzpapier,"Tapete"
2024-12-10T12:47:44+02:00,Kleiderbügel,"Bremerhaven Ketelsen Hafenstr. 76-80"
2024-12-06T12:15:07+02:00,Vintage Reality,"Seite 566"
2024-12-06T12:15:07+02:00,Vintage Reality,"Seite 1"
2024-12-05T10:00:00+02:00,ChristianMahnke.de,"Weihnachten 2024"
2024-12-05T10:00:00+02:00,Vorsatzpapier,"Tapete"
2024-12-05T10:00:00+02:00,Vorsatzpapier,"Tapete"
2024-12-05T10:00:00+02:00,Vorsatzpapier,"Tapete"
2024-12-03T12:47:44+02:00,Kleiderbügel,"Sei nobel durch Nobel"
2024-12-01T19:15:07+01:00,Backsteinexpressionismus,"Hamburg: Sprinkenhof"
2024-12-01T12:00:00+02:00,ChristianMahnke.de,"Zur Vorweihnachtszeit"
2024-12-01T12:00:00+02:00,Vintage Reality,"Kodak Weihnachts-Märchenbuch"
2024-12-01T12:00:00+02:00,Kinderbücher,"Kodak Weihnachts-Märchenbuch"
2025-01-30T12:00:00+02:00,Vorsatzpapier,"Tapete"
2025-01-28T12:47:44+02:00,Kleiderbügel,"Erdmann Kleidung"
2025-01-26T19:15:44+02:00,ChristianMahnke.de,"Alte Mikrofone an neuer Hardware"
2025-01-24T17:15:07+02:00,Vintage Reality,"Potsdam Babelsberg"
2025-01-23T17:18:44+02:00,ChristianMahnke.de,"Gemälde von Tadeusz Kaczmarek (1937-2006)"
2025-01-23T12:00:00+02:00,Vorsatzpapier,"Tapete"
2025-01-22T20:30:44+02:00,ChristianMahnke.de,"Ein ungewöhliches Objekt"
2025-01-21T12:47:44+02:00,Kleiderbügel,"„Herres - Eigentum„"
2025-01-17T17:15:07+02:00,Vintage Reality,"Königssee"
2025-01-17T12:33:31Z,Ric - An unknown artist,"Drei Fritz Neumann Drucke von Vögeln"
2025-01-16T12:00:00+02:00,Vorsatzpapier,"Tapete"
2025-01-15T14:30:00+01:00,ChristianMahnke.de,"IIIF Community Call 15.1.2025: HDR"
2025-01-14T21:00:44+02:00,ChristianMahnke.de,"Visualisierung von KI Segmentierung mit HDR"
2025-01-14T12:47:44+02:00,Kleiderbügel,"Heinrich Kuhn, Augsburg Bahnhofstr. 5."
2025-01-10T17:15:07+02:00,Vintage Reality,"Trinkhalle Baden-Baden"
2025-01-10T12:33:31Z,Ric - An unknown artist,"Fritz Neumann Pferdekopf"
2025-01-09T12:00:00+02:00,Vorsatzpapier,"Tapete"
2025-01-07T12:47:44+02:00,Kleiderbügel,"R Hettlage M. Gladbach R"
2025-01-03T22:15:07+02:00,Vintage Reality,"Kölner Dom"
2025-01-03T12:33:31Z,Ric - An unknown artist,"Druck eines Vogels von Fritz Neumann"
2025-01-02T11:40:59Z,Hässliche Plastiktiere und Zeugs,"Unbenannter Eintrag"
2025-01-02T11:40:59Z,Hässliche Plastiktiere und Zeugs,"Unbenannter Eintrag"
2025-01-02T12:00:00+02:00,Vorsatzpapier,"Tapete"
2025-02-26T17:15:07+02:00,Never Built Göttingen,"Städteforum 1/71 Göttingen"
2025-02-26T17:15:07+02:00,Never Built Göttingen,"Ausbau Geisteswissenschaftliches Zentrum"
2025-02-25T15:52:22+02:00,ChristianMahnke.de,"KI und Software-"Entwicklung""
2025-02-25T12:47:44+02:00,Kleiderbügel,"SCHREINER"
2025-02-18T12:47:44+02:00,Kleiderbügel,"Gebhards Hotel, Göttingen"
2025-02-17T17:33:44+02:00,ChristianMahnke.de,"Mikrofilmdigitalisierung beenden!"
2025-02-13T13:28:42+01:00,Vorsatzpapier,"Tapete"
2025-02-11T18:15:44+02:00,ChristianMahnke.de,"Holzschnitt von Paul-Kurt Bartzsch (1917-1994)"
2025-02-11T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2025-02-06T13:28:42+01:00,Vorsatzpapier,"Tapete"
2025-02-04T12:47:44+02:00,Kleiderbügel,"Herrenbekleidung Hut-Weber Höxter Herrenaustattung"
2025-02-01T22:15:07+02:00,Vintage Reality,"Vue d'Interlaken et de la Jungfrau"
2025-02-01T12:47:44+02:00,Kleiderbügel,"Ketelsen"
2025-03-29T13:18:44+02:00,ChristianMahnke.de,"Holzschnitt von Leo Frank (1884-1959)"
2025-03-26T17:15:07+02:00,Never Built Göttingen,"Bauvorhaben Lohmühlenweg"
2025-03-26T07:00:44+02:00,ChristianMahnke.de,"Quantenkosmos Göttingen"
2025-03-25T12:47:44+02:00,Kleiderbügel,"Wilkens"
2025-03-19T17:15:07+02:00,Never Built Göttingen,"Nahziele der städtischen Verkehrsentwicklung unter Berücksichtigung des fließenden und ruhenden Verkehrs"
2025-03-18T12:47:44+02:00,Kleiderbügel,"Hertie"
2025-03-16T22:33:44+02:00,ChristianMahnke.de,"Digitale Provenienz für digitalisiertes Kulturgut"
2025-03-14T20:30:44+02:00,Blogs,"Never Built Göttingen"
2025-03-14T20:30:44+02:00,ChristianMahnke.de,"Never Built Göttingen"
2025-03-12T17:15:07+02:00,Never Built Göttingen,"Wohnsiedlung Holtenser Berg"
2025-03-11T12:47:44+02:00,Kleiderbügel,"Färberei Bode Reinigung"
2025-03-07T18:32:31Z,Ric - An unknown artist,"Fritz Neumann Terrier gefunden von Mark Strong"
2025-03-05T17:15:07+02:00,Never Built Göttingen,"Medizinische Fakultät"
2025-03-04T12:47:44+02:00,Kleiderbügel,"Möller & Schade"
2025-04-30T17:15:07+02:00,Never Built Göttingen,"Geplante Bauvorhaben"
2025-04-30T17:15:07+02:00,Never Built Göttingen,"Bauinformation Nr. 1 März 1967"
2025-04-30T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge Kleines Kind im Bett"
2025-04-29T12:47:44+02:00,Kleiderbügel,"Peters Masskonfektion"
2025-04-23T17:15:07+02:00,Never Built Göttingen,"Moderner Städtebau Bebauungsplan am Habichtsweg"
2025-04-23T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge Kleines Kind im Bett"
2025-04-22T12:47:44+02:00,Kleiderbügel,"*** Hettlage & Lampe ***"
2025-04-18T07:03:44+02:00,ChristianMahnke.de,"Neue Biographie über Franz Robert Fritz Neumann (1897-1984) aka Ric verfügbar"
2025-04-18T07:03:44+02:00,Ric - An unknown artist,"Biography and image of Fritz Neumann (Ric)"
2025-04-16T17:15:07+02:00,Never Built Göttingen,"Weende Nord"
2025-04-16T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge Kinder auf einer Wiese"
2025-04-15T12:47:44+02:00,Kleiderbügel,"Union Selecta"
